"filename", "language", "TypeScript", "YAML", "Markdown", "JSON with Comments", "Ignore", "JavaScript", "JSON", "Docker", "Batch", "Properties", "TypeScript JSX", "PostCSS", "MS SQL", "HTML", "XML", "Swift", "CSV", "TSV", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/android/gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/android/gradle/wrapper/gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/android/gradlew.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 22, 95
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0001_phase_2_3_security.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 17, 184
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0002_phase_3_1_read_only_execution.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 3, 43
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0003_phase_3_2_read_only_hardening.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0004_phase_4_1_repository_intelligence.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 5, 84
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0005_phase_4_2_semantic_code_intelligence.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 11, 152
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0006_phase_5_1_human_in_loop_patches.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0007_phase_5_2_verified_validation.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 12, 100
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0008_phase_5_3_autonomous_workflows.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 16, 101
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0009_phase_6_engineering_integrations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 12, 110
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0010_phase_7_multi_agent_engineering.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 17, 161
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0011_phase_8_cognitive_memory.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 21, 191
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0012_phase_9_intelligence_infrastructure.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 21, 155
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0013_phase_10_engineering_advisor.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 30, 243
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0014_phase_10_5_dynamic_agent_workforce.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 22, 186
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0015_phase_10_6_agent_os.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 21, 189
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0016_phase_10_7_agent_cognition.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 27, 245
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0017_phase_10_8_agent_evolution.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 17, 181
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0018_phase_10_9_agent_society.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 29, 229
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0019_phase_11_intent_execution_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 16, 126
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0020_phase_12_autonomous_task_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 22, 191
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0021_phase_13_desktop_capability_layer.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 14, 124
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0022_phase_14_spatial_interaction_system.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 32, 147
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0023_phase_14b_native_spatial_runtime.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 22, 105
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0024_phase_14c_spatial_ui_framework.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 15, 79
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0025_phase_14d_spatial_interaction_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 17, 79
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0026_phase_14e_spatial_desktop_layer.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 12, 110
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0027_phase_14f_spatial_command_space.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 14, 112
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0028_phase_15a_voice_operating_system.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 19, 120
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0029_phase_15b_conversational_intelligence.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 18, 115
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0030_phase_16_intent_recording.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 20, 158
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0031_phase_16b_semantic_retrieval.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 25, 214
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0032_phase_17a_semantic_desktop_model.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 20, 150
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0033_phase_17b_semantic_desktop_navigation.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 16, 125
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0034_phase_17c_semantic_interaction_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 18, 149
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0035_phase_17d_demonstration_learning.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 18, 146
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0036_phase_17e_universal_application_adapters.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 23, 157
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0037_phase_17f_autonomous_desktop_skills.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 23, 161
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0038_phase_17g_reviewed_native_provider_runtime.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 24, 148
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0039_phase_17g_provider_schema_compatibility.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0040_phase_17i_native_execution_request_compatibility.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0041_phase_18a_application_intelligence.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 16, 124
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0042_phase_18b_workspace_intelligence.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 20, 142
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0043_phase_18c_deep_semantic_indexers.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 18, 133
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0044_phase_18d_adapter_sdk.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 14, 107
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0045_phase_18e_core_adapter_suite.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 14, 101
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0046_phase_18f_cross_application_workflows.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 20, 134
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0047_phase_19a_personality_human_understanding.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 29, 294
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0048_phase_19a_part2_personality_core.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 13, 113
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0049_phase_19a_part3_personality_corpus.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 6, 46
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0050_phase_19b_personal_knowledge_graph.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 24, 221
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0051_phase_19c_learning_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 16, 126
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0052_phase_19d_memory_studio.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 8, 52
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0053_phase_20b_ai_provider_registry.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 6, 75
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0054_phase_20d_ai_economics.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 7, 92
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0055_phase_20f_ai_benchmarks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0056_phase_20r_b_durable_ai_economics.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 13, 75
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0057_phase_20r_e_durable_ai_benchmarks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0058_phase_20r_f3_transactional_override_grants.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0059_application_discovery_installations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0060_phase_21a_conversation_feedback.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0061_phase_21b_executive.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0062_phase_21b_objectives_risks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0063_phase_21b_history_alerts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0064_phase_21c_reflection.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0065_phase_21d_skill_evolution.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0066_phase_22_3_conversation_continuity.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0067_phase_22_3_continuity_turn_claims.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0068_phase_22_3_continuity_upgrade_repair.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0069_phase_22_5_capability_studio.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0070_phase_23_1_agent_economy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 7, 62
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0071_phase_23_2_agent_workforce.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0072_phase_23_3_workforce_runtime.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0073_phase_23_4_objective_engine.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0074_phase_23_5_experiments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0075_phase_23_6_business_operations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 7, 79
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0076_phase_24_5_notifications.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 31
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0077_phase_24_6_cross_device_execution.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0078_phase_25_1_multi_company_tenancy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 0, 0, 0, 0, 0, 0, 5, 26, 339
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/migrations/0079_phase_25_2_dynamic_specialist_lifecycle.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/Users/arjunaravapalli/personalassistant/personalassistant/apps/api/package.json", "JSON", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 104
